1000
0.000000e+00	3.255474e-04	0.000000e+00	0.000000e+00
3.742002e-04	3.255474e-04	1.426326e+00	1.496803e-03
7.484003e-04	3.255474e-04	1.426326e+00	2.993606e-03
1.122600e-03	3.255474e-04	1.426326e+00	4.490409e-03
1.496801e-03	3.255474e-04	1.426326e+00	5.987212e-03
1.871001e-03	3.255474e-04	1.426326e+00	7.484016e-03
2.245201e-03	3.255474e-04	1.426326e+00	8.980819e-03
2.619401e-03	3.255474e-04	1.426326e+00	1.047762e-02
2.993601e-03	3.255474e-04	1.426326e+00	1.197442e-02
3.367801e-03	3.255474e-04	1.426326e+00	1.347123e-02
3.742002e-03	3.255474e-04	1.426326e+00	1.496803e-02
4.116202e-03	3.255474e-04	1.426326e+00	1.646483e-02
4.490402e-03	3.255474e-04	1.426326e+00	1.796164e-02
4.864602e-03	3.255474e-04	1.426326e+00	1.945844e-02
5.238802e-03	3.255474e-04	1.426326e+00	2.095524e-02
5.613002e-03	3.255474e-04	1.426326e+00	2.245205e-02
5.987202e-03	3.255474e-04	1.426326e+00	2.394885e-02
6.361403e-03	3.255474e-04	1.426326e+00	2.544565e-02
6.735603e-03	3.255474e-04	1.426326e+00	2.694246e-02
7.109803e-03	3.255474e-04	1.426326e+00	2.843926e-02
7.484003e-03	3.255474e-04	1.426326e+00	2.993606e-02
7.858203e-03	3.255474e-04	1.426326e+00	3.143287e-02
8.232403e-03	3.255474e-04	1.426326e+00	3.292967e-02
8.606604e-03	3.255474e-04	1.426326e+00	3.442647e-02
8.980804e-03	3.255474e-04	1.426326e+00	3.592327e-02
9.355004e-03	3.255474e-04	1.426326e+00	3.742008e-02
9.729204e-03	3.255474e-04	1.426326e+00	3.891688e-02
1.010340e-02	3.255474e-04	1.426326e+00	4.041368e-02
1.047760e-02	3.255474e-04	1.426326e+00	4.191049e-02
1.085180e-02	3.255474e-04	1.426326e+00	4.340729e-02
1.122600e-02	3.255474e-04	1.426326e+00	4.490409e-02
1.160020e-02	3.255474e-04	1.426326e+00	4.640090e-02
1.197440e-02	3.255474e-04	1.426326e+00	4.789770e-02
1.234861e-02	3.255474e-04	1.426326e+00	4.939450e-02
1.272281e-02	3.255474e-04	1.426326e+00	5.089131e-02
1.309701e-02	3.255474e-04	1.426326e+00	5.238811e-02
1.347121e-02	3.255474e-04	1.426326e+00	5.388491e-02
1.384541e-02	3.255474e-04	1.426326e+00	5.538172e-02
1.421961e-02	3.255474e-04	1.426326e+00	5.687852e-02
1.459381e-02	3.255474e-04	1.426326e+00	5.837532e-02
1.496801e-02	3.255474e-04	1.426326e+00	5.987212e-02
1.534221e-02	3.255474e-04	1.426326e+00	6.136893e-02
1.571641e-02	3.255474e-04	1.426326e+00	6.286573e-02
1.609061e-02	3.255474e-04	1.426326e+00	6.436253e-02
1.646481e-02	3.255474e-04	1.426326e+00	6.585934e-02
1.683901e-02	3.255474e-04	1.426326e+00	6.735614e-02
1.721321e-02	3.255474e-04	1.426326e+00	6.885294e-02
1.758741e-02	3.255474e-04	1.426326e+00	7.034975e-02
1.796161e-02	3.255474e-04	1.426326e+00	7.184655e-02
1.833581e-02	3.255474e-04	1.426326e+00	7.334335e-02
1.871001e-02	3.255474e-04	1.426326e+00	7.484016e-02
1.908421e-02	3.255474e-04	1.426326e+00	7.633696e-02
1.945841e-02	3.255474e-04	1.426326e+00	7.783376e-02
1.983261e-02	3.255474e-04	1.426326e+00	7.933057e-02
2.020681e-02	3.255474e-04	1.426326e+00	8.082737e-02
2.058101e-02	3.255474e-04	1.426326e+00	8.232417e-02
2.095521e-02	3.255474e-04	1.426326e+00	8.382097e-02
2.132941e-02	3.255474e-04	1.426326e+00	8.531778e-02
2.170361e-02	3.255474e-04	1.426326e+00	8.681458e-02
2.207781e-02	3.255474e-04	1.426326e+00	8.831138e-02
2.245201e-02	3.255474e-04	1.426326e+00	8.980819e-02
2.282621e-02	3.255474e-04	1.426326e+00	9.130499e-02
2.320041e-02	3.255474e-04	1.426326e+00	9.280179e-02
2.357461e-02	3.255474e-04	1.426326e+00	9.429860e-02
2.394881e-02	3.255474e-04	1.426326e+00	9.579540e-02
2.432301e-02	3.255474e-04	1.426326e+00	9.729220e-02
2.469721e-02	3.255474e-04	1.426326e+00	9.878901e-02
2.507141e-02	3.255474e-04	1.426326e+00	1.002858e-01
2.544561e-02	3.255474e-04	1.426326e+00	1.017826e-01
2.581981e-02	3.255474e-04	1.426326e+00	1.032794e-01
2.619401e-02	3.255474e-04	1.426326e+00	1.047762e-01
2.656821e-02	3.255474e-04	1.426326e+00	1.062730e-01
2.694241e-02	3.255474e-04	1.426326e+00	1.077698e-01
2.731661e-02	3.255474e-04	1.426326e+00	1.092666e-01
2.769081e-02	3.255474e-04	1.426326e+00	1.107634e-01
2.806501e-02	3.255474e-04	1.426326e+00	1.122602e-01
2.843921e-02	3.255474e-04	1.426326e+00	1.137570e-01
2.881341e-02	3.255474e-04	1.426326e+00	1.152538e-01
2.918761e-02	3.255474e-04	1.426326e+00	1.167506e-01
2.956181e-02	3.255474e-04	1.426326e+00	1.182474e-01
2.993601e-02	3.255474e-04	1.426326e+00	1.197442e-01
3.031021e-02	3.255474e-04	1.426326e+00	1.212411e-01
3.068441e-02	3.255474e-04	1.426326e+00	1.227379e-01
3.105861e-02	3.255474e-04	1.426326e+00	1.242347e-01
3.143281e-02	3.255474e-04	1.426326e+00	1.257315e-01
3.180701e-02	3.255474e-04	1.426326e+00	1.272283e-01
3.218121e-02	3.255474e-04	1.426326e+00	1.287251e-01
